account_id,position_id,close_ticket,symbol,symbol_norm,direction,magic,comment_last,open_time_utc,close_time_utc,entry_price,exit_price,price_delta,volume_in,volume_out,profit_sum,swap_sum,commission_sum,net_sum,sl,tp,account_type,server,strategy_id_from_comment,raw_magic_is_bad,strategy_id,strategy_side,bucket_side,timeframe,ea_filename,strategy_mapping_source,strategy_mapping_confidence,strategy_mapping_reason,inference_sample_trades,inference_key,canonical_magic,canonical_bucket,bucket_side_auto_reason,is_exportable,not_exportable_reason
1513550384,463076968,445154266,AUDJPY,AUDJPY,BUY,84,Strategy 5.23.163,2026-06-03 04:45:00+00:00,2026-06-03 23:45:00+00:00,114.756,114.09300000000002,-0.6629999999999825,0.1,0.1,-41.42,0.0,-0.5,-41.92,114.056,115.056,DEMO,FTMO-Demo,5.23.163,False,5.23.163,BUY,BUY,M15,AUDJPY_84_5.23.163_BUY_M15.mq5,ea_symbol_magic_direction,HIGH,exact_match_from_quant_system_db,0,,84,AUDJPY_84_5.23.163_BUY,single_direction,True,
1513550384,461171530,442533823,AUDJPY,AUDJPY,BUY,99,[sl 114.510],2026-06-01 07:30:00+00:00,2026-06-01 09:35:18+00:00,114.58100000000002,114.50800000000001,-0.0730000000000075,0.1,0.1,-4.58,0.0,-0.5,-5.08,,114.823,DEMO,FTMO-Demo,,False,5.21.176,BUY,BUY,M15,AUDJPY_99_5.21.176_BUY_M15.mq5,ea_symbol_magic_direction,HIGH,exact_match_from_quant_system_db,0,,99,AUDJPY_99_5.21.176_BUY,single_direction,True,
1513550384,462191816,443508420,AUDJPY,AUDJPY,BUY,99,[tp 114.655],2026-06-02 08:00:00+00:00,2026-06-02 09:47:50+00:00,114.413,114.655,0.24200000000000443,0.1,0.1,15.15,0.0,-0.5,14.65,,114.655,DEMO,FTMO-Demo,,False,5.21.176,BUY,BUY,M15,AUDJPY_99_5.21.176_BUY_M15.mq5,ea_symbol_magic_direction,HIGH,exact_match_from_quant_system_db,0,,99,AUDJPY_99_5.21.176_BUY,single_direction,True,
1513550384,464252594,445704014,AUDJPY,AUDJPY,BUY,99,[sl 114.064],2026-06-04 09:45:00+00:00,2026-06-04 15:30:01+00:00,114.087,114.062,-0.025000000000005684,0.1,0.1,-1.56,0.0,-0.5,-2.06,,114.349,DEMO,FTMO-Demo,,False,5.21.176,BUY,BUY,M15,AUDJPY_99_5.21.176_BUY_M15.mq5,ea_symbol_magic_direction,HIGH,exact_match_from_quant_system_db,0,,99,AUDJPY_99_5.21.176_BUY,single_direction,True,
1513550384,461048749,442951184,AUDJPY,AUDJPY,BUY,102,[sl 114.012],2026-06-01 03:15:00+00:00,2026-06-01 16:54:04+00:00,114.509,114.012,-0.4969999999999999,0.1,0.1,-31.12,0.0,-0.5,-31.62,114.012,115.012,DEMO,FTMO-Demo,,False,1.8.178,BUY,BUY,M15,AUDJPY_102_1.8.178_BUY_M15.mq5,ea_symbol_magic_direction,HIGH,exact_match_from_quant_system_db,0,,102,AUDJPY_102_1.8.178_BUY,single_direction,True,
1513550384,462082475,444162061,AUDJPY,AUDJPY,BUY,102,Strategy 1.8.178,2026-06-02 04:15:00+00:00,2026-06-02 23:45:00+00:00,114.41600000000001,114.841,0.42499999999998295,0.1,0.1,26.57,0.0,-0.5,26.07,113.916,114.916,DEMO,FTMO-Demo,1.8.178,False,1.8.178,BUY,BUY,M15,AUDJPY_102_1.8.178_BUY_M15.mq5,ea_symbol_magic_direction,HIGH,exact_match_from_quant_system_db,0,,102,AUDJPY_102_1.8.178_BUY,single_direction,True,
1513550384,463038625,444510334,AUDJPY,AUDJPY,BUY,102,[sl 114.312],2026-06-03 03:45:00+00:00,2026-06-03 11:31:02+00:00,114.81000000000002,114.306,-0.5040000000000191,0.1,0.1,-31.59,0.0,-0.5,-32.09,114.312,115.312,DEMO,FTMO-Demo,,False,1.8.178,BUY,BUY,M15,AUDJPY_102_1.8.178_BUY_M15.mq5,ea_symbol_magic_direction,HIGH,exact_match_from_quant_system_db,0,,102,AUDJPY_102_1.8.178_BUY,single_direction,True,
1513550384,461028427,443244527,AUDJPY,AUDJPY,BUY,103,Strategy 2.5.130,2026-06-01 02:30:00+00:00,2026-06-01 23:45:00+00:00,114.47800000000001,114.33,-0.14800000000001035,0.1,0.1,-9.27,0.0,-0.5,-9.77,113.818,114.678,DEMO,FTMO-Demo,2.5.130,False,2.5.130,BUY,BUY,M15,AUDJPY_103_2.5.130_BUY_M15.mq5,ea_symbol_magic_direction,HIGH,exact_match_from_quant_system_db,0,,103,AUDJPY_103_2.5.130_BUY,single_direction,True,
1513550384,462215658,443502520,AUDJPY,AUDJPY,BUY,103,[tp 114.630],2026-06-02 08:45:00+00:00,2026-06-02 09:39:52+00:00,114.43100000000001,114.633,0.20199999999998397,0.1,0.1,12.65,0.0,-0.5,12.15,113.77,114.63,DEMO,FTMO-Demo,,False,2.5.130,BUY,BUY,M15,AUDJPY_103_2.5.130_BUY_M15.mq5,ea_symbol_magic_direction,HIGH,exact_match_from_quant_system_db,0,,103,AUDJPY_103_2.5.130_BUY,single_direction,True,
1513550384,462266448,444162150,AUDUSD,AUDUSD,SELL,85,Strategy 5.32.183,2026-06-02 10:00:00+00:00,2026-06-02 23:45:03+00:00,0.7177599999999998,0.71817,0.0004100000000001325,0.1,0.1,-4.1,0.0,-0.5,-4.6,0.72374,0.71574,DEMO,FTMO-Demo,5.32.183,False,5.32.183,SELL,SELL,M15,AUDUSD_85_5.32.183_SELL_M15.mq5,ea_symbol_magic_direction,HIGH,exact_match_from_quant_system_db,0,,85,AUDUSD_85_5.32.183_SELL,single_direction,True,
1513550384,463401438,444707118,AUDUSD,AUDUSD,SELL,85,[tp 0.71503],2026-06-03 13:15:00+00:00,2026-06-03 15:38:46+00:00,0.71704,0.7150199999999999,-0.002020000000000133,0.1,0.1,20.2,0.0,-0.5,19.7,0.72303,0.71503,DEMO,FTMO-Demo,,False,5.32.183,SELL,SELL,M15,AUDUSD_85_5.32.183_SELL_M15.mq5,ea_symbol_magic_direction,HIGH,exact_match_from_quant_system_db,0,,85,AUDUSD_85_5.32.183_SELL,single_direction,True,
1513550384,464477114,446118081,AUDUSD,AUDUSD,SELL,85,Strategy 5.32.183,2026-06-04 14:30:00+00:00,2026-06-04 23:45:00+00:00,0.71439,0.7133599999999999,-0.0010300000000000864,0.1,0.1,10.3,0.0,-0.5,9.8,0.72036,0.71236,DEMO,FTMO-Demo,5.32.183,False,5.32.183,SELL,SELL,M15,AUDUSD_85_5.32.183_SELL_M15.mq5,ea_symbol_magic_direction,HIGH,exact_match_from_quant_system_db,0,,85,AUDUSD_85_5.32.183_SELL,single_direction,True,
