status,source_account_folder,source_account_id,source_bucket,bucket_key,db_path,rows_read,error
OK,account_1513550384_DEMO,1513550384_DEMO,USDCAD_51_6.27.122_BUY_2026-06-01_to_2026-06-04,USDCAD_51_6.27.122_BUY,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_1513550384_DEMO/USDCAD_51_6.27.122_BUY_2026-06-01_to_2026-06-04/trades.db,5,
OK,account_1513550384_DEMO,1513550384_DEMO,USDCAD_77_3.51.113_SELL_2026-06-01_to_2026-06-03,USDCAD_77_3.51.113_SELL,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_1513550384_DEMO/USDCAD_77_3.51.113_SELL_2026-06-01_to_2026-06-03/trades.db,2,
OK,account_1513550384_DEMO,1513550384_DEMO,USDCAD_89_2.32.160_BUY_2026-06-02_to_2026-06-02,USDCAD_89_2.32.160_BUY,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_1513550384_DEMO/USDCAD_89_2.32.160_BUY_2026-06-02_to_2026-06-02/trades.db,1,
OK,account_1513550384_DEMO,1513550384_DEMO,USDCAD_90_4.13.167_BUY_2026-06-01_to_2026-06-04,USDCAD_90_4.13.167_BUY,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_1513550384_DEMO/USDCAD_90_4.13.167_BUY_2026-06-01_to_2026-06-04/trades.db,4,
OK,account_1513550384_DEMO,1513550384_DEMO,USDCAD_91_5.27.145_BUY_2026-06-01_to_2026-06-04,USDCAD_91_5.27.145_BUY,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_1513550384_DEMO/USDCAD_91_5.27.145_BUY_2026-06-01_to_2026-06-04/trades.db,5,
OK,account_1513550384_DEMO,1513550384_DEMO,USDCAD_92_5.59.107_BUY_2026-06-01_to_2026-06-02,USDCAD_92_5.59.107_BUY,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_1513550384_DEMO/USDCAD_92_5.59.107_BUY_2026-06-01_to_2026-06-02/trades.db,2,
OK,account_1513550384_DEMO,1513550384_DEMO,USDCHF_35_3.1.133_SELL_2026-06-01_to_2026-06-01,USDCHF_35_3.1.133_SELL,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_1513550384_DEMO/USDCHF_35_3.1.133_SELL_2026-06-01_to_2026-06-01/trades.db,1,
OK,account_1513550384_DEMO,1513550384_DEMO,USDCHF_52_3.17.186_BOTH_2026-06-01_to_2026-06-04,USDCHF_52_3.17.186_BOTH,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_1513550384_DEMO/USDCHF_52_3.17.186_BOTH_2026-06-01_to_2026-06-04/trades.db,2,
OK,account_1513550384_DEMO,1513550384_DEMO,USDCHF_53_6.47.153_BOTH_2026-06-01_to_2026-06-03,USDCHF_53_6.47.153_BOTH,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_1513550384_DEMO/USDCHF_53_6.47.153_BOTH_2026-06-01_to_2026-06-03/trades.db,3,
OK,account_1513550384_DEMO,1513550384_DEMO,USDCHF_55_6.23.134_BUY_2026-06-01_to_2026-06-03,USDCHF_55_6.23.134_BUY,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_1513550384_DEMO/USDCHF_55_6.23.134_BUY_2026-06-01_to_2026-06-03/trades.db,3,
OK,account_1513550384_DEMO,1513550384_DEMO,USDCHF_83_6.37.145_BUY_2026-06-01_to_2026-06-04,USDCHF_83_6.37.145_BUY,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_1513550384_DEMO/USDCHF_83_6.37.145_BUY_2026-06-01_to_2026-06-04/trades.db,3,
OK,account_1513550384_DEMO,1513550384_DEMO,USDJPY_37_0.18430_BUY_2026-06-01_to_2026-06-02,USDJPY_37_0.18430_BUY,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_1513550384_DEMO/USDJPY_37_0.18430_BUY_2026-06-01_to_2026-06-02/trades.db,2,
OK,account_1513550384_DEMO,1513550384_DEMO,USDJPY_38_1.35.168_BUY_2026-06-01_to_2026-06-04,USDJPY_38_1.35.168_BUY,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_1513550384_DEMO/USDJPY_38_1.35.168_BUY_2026-06-01_to_2026-06-04/trades.db,3,
OK,account_1513550384_DEMO,1513550384_DEMO,USDJPY_39_6.27.190_BUY_2026-06-01_to_2026-06-03,USDJPY_39_6.27.190_BUY,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_1513550384_DEMO/USDJPY_39_6.27.190_BUY_2026-06-01_to_2026-06-03/trades.db,3,
OK,account_1513550384_DEMO,1513550384_DEMO,USDJPY_40_2.4.138_BUY_2026-06-03_to_2026-06-03,USDJPY_40_2.4.138_BUY,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_1513550384_DEMO/USDJPY_40_2.4.138_BUY_2026-06-03_to_2026-06-03/trades.db,1,
OK,account_1513550384_DEMO,1513550384_DEMO,USDJPY_41_2.5.172_BUY_2026-06-01_to_2026-06-04,USDJPY_41_2.5.172_BUY,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_1513550384_DEMO/USDJPY_41_2.5.172_BUY_2026-06-01_to_2026-06-04/trades.db,4,
OK,account_1513550384_DEMO,1513550384_DEMO,USDJPY_57_4.8.181_BUY_2026-06-01_to_2026-06-03,USDJPY_57_4.8.181_BUY,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_1513550384_DEMO/USDJPY_57_4.8.181_BUY_2026-06-01_to_2026-06-03/trades.db,3,
OK,account_1513550384_DEMO,1513550384_DEMO,USDJPY_95_1.17.152_BUY_2026-06-01_to_2026-06-04,USDJPY_95_1.17.152_BUY,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_1513550384_DEMO/USDJPY_95_1.17.152_BUY_2026-06-01_to_2026-06-04/trades.db,4,
OK,account_1513550384_DEMO,1513550384_DEMO,USOIL_42_1.25.121_BUY_2026-06-03_to_2026-06-04,USOIL_42_1.25.121_BUY,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_1513550384_DEMO/USOIL_42_1.25.121_BUY_2026-06-03_to_2026-06-04/trades.db,2,
OK,account_1513550384_DEMO,1513550384_DEMO,USOIL_43_5.11.112_BUY_2026-06-04_to_2026-06-04,USOIL_43_5.11.112_BUY,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_1513550384_DEMO/USOIL_43_5.11.112_BUY_2026-06-04_to_2026-06-04/trades.db,1,
OK,account_1513550384_DEMO,1513550384_DEMO,USOIL_44_6.17.127_BUY_2026-06-02_to_2026-06-04,USOIL_44_6.17.127_BUY,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_1513550384_DEMO/USOIL_44_6.17.127_BUY_2026-06-02_to_2026-06-04/trades.db,3,
OK,account_1513550384_DEMO,1513550384_DEMO,USOIL_54_4.18.190_BOTH_2026-06-01_to_2026-06-05,USOIL_54_4.18.190_BOTH,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_1513550384_DEMO/USOIL_54_4.18.190_BOTH_2026-06-01_to_2026-06-05/trades.db,3,
OK,account_1513550384_DEMO,1513550384_DEMO,XAUUSD_45_2.13.130_BUY_2026-06-02_to_2026-06-04,XAUUSD_45_2.13.130_BUY,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_1513550384_DEMO/XAUUSD_45_2.13.130_BUY_2026-06-02_to_2026-06-04/trades.db,2,
OK,account_1513550384_DEMO,1513550384_DEMO,XAUUSD_58_5.6.136_BUY_2026-06-02_to_2026-06-05,XAUUSD_58_5.6.136_BUY,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_1513550384_DEMO/XAUUSD_58_5.6.136_BUY_2026-06-02_to_2026-06-05/trades.db,5,
