bucket_key,status,source_strategy_dbs,source_accounts,rows_written,output_db,first_close_time_utc,last_close_time_utc
USDCAD_89_2.32.160_BUY,OK,1,1513550384_DEMO,1,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_COMBINED_DEMO/USDCAD_89_2.32.160_BUY_2026-06-02_to_2026-06-02/trades.db,2026-06-02 11:23:12+0000,2026-06-02 11:23:12+0000
USDCAD_90_4.13.167_BUY,OK,1,1513550384_DEMO,4,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_COMBINED_DEMO/USDCAD_90_4.13.167_BUY_2026-06-01_to_2026-06-04/trades.db,2026-06-01 23:45:00+0000,2026-06-04 23:45:00+0000
USDCAD_91_5.27.145_BUY,OK,1,1513550384_DEMO,5,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_COMBINED_DEMO/USDCAD_91_5.27.145_BUY_2026-06-01_to_2026-06-04/trades.db,2026-06-01 16:12:30+0000,2026-06-04 06:31:33+0000
USDCAD_92_5.59.107_BUY,OK,1,1513550384_DEMO,2,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_COMBINED_DEMO/USDCAD_92_5.59.107_BUY_2026-06-01_to_2026-06-02/trades.db,2026-06-01 10:35:47+0000,2026-06-02 11:48:30+0000
USDCHF_35_3.1.133_SELL,OK,1,1513550384_DEMO,1,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_COMBINED_DEMO/USDCHF_35_3.1.133_SELL_2026-06-01_to_2026-06-01/trades.db,2026-06-01 15:43:43+0000,2026-06-01 15:43:43+0000
USDCHF_52_3.17.186_BOTH,OK,1,1513550384_DEMO,2,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_COMBINED_DEMO/USDCHF_52_3.17.186_BOTH_2026-06-01_to_2026-06-04/trades.db,2026-06-01 10:43:43+0000,2026-06-04 23:45:00+0000
USDCHF_53_6.47.153_BOTH,OK,1,1513550384_DEMO,3,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_COMBINED_DEMO/USDCHF_53_6.47.153_BOTH_2026-06-01_to_2026-06-03/trades.db,2026-06-01 16:00:08+0000,2026-06-03 15:38:50+0000
USDCHF_55_6.23.134_BUY,OK,1,1513550384_DEMO,3,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_COMBINED_DEMO/USDCHF_55_6.23.134_BUY_2026-06-01_to_2026-06-03/trades.db,2026-06-01 16:04:52+0000,2026-06-03 15:27:54+0000
USDCHF_83_6.37.145_BUY,OK,1,1513550384_DEMO,3,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_COMBINED_DEMO/USDCHF_83_6.37.145_BUY_2026-06-01_to_2026-06-04/trades.db,2026-06-01 15:49:00+0000,2026-06-04 23:45:00+0000
USDJPY_37_0.18430_BUY,OK,1,1513550384_DEMO,2,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_COMBINED_DEMO/USDJPY_37_0.18430_BUY_2026-06-01_to_2026-06-02/trades.db,2026-06-01 23:45:00+0000,2026-06-02 23:45:00+0000
USDJPY_38_1.35.168_BUY,OK,1,1513550384_DEMO,3,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_COMBINED_DEMO/USDJPY_38_1.35.168_BUY_2026-06-01_to_2026-06-04/trades.db,2026-06-01 23:45:00+0000,2026-06-04 23:45:03+0000
USDJPY_39_6.27.190_BUY,OK,1,1513550384_DEMO,3,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_COMBINED_DEMO/USDJPY_39_6.27.190_BUY_2026-06-01_to_2026-06-03/trades.db,2026-06-01 23:45:00+0000,2026-06-03 23:45:01+0000
USDJPY_40_2.4.138_BUY,OK,1,1513550384_DEMO,1,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_COMBINED_DEMO/USDJPY_40_2.4.138_BUY_2026-06-03_to_2026-06-03/trades.db,2026-06-03 11:31:14+0000,2026-06-03 11:31:14+0000
USDJPY_41_2.5.172_BUY,OK,1,1513550384_DEMO,4,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_COMBINED_DEMO/USDJPY_41_2.5.172_BUY_2026-06-01_to_2026-06-04/trades.db,2026-06-01 23:45:00+0000,2026-06-04 23:45:03+0000
USDJPY_57_4.8.181_BUY,OK,1,1513550384_DEMO,3,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_COMBINED_DEMO/USDJPY_57_4.8.181_BUY_2026-06-01_to_2026-06-03/trades.db,2026-06-01 23:45:00+0000,2026-06-03 23:45:01+0000
USDJPY_95_1.17.152_BUY,OK,1,1513550384_DEMO,4,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_COMBINED_DEMO/USDJPY_95_1.17.152_BUY_2026-06-01_to_2026-06-04/trades.db,2026-06-01 23:45:00+0000,2026-06-04 23:45:03+0000
USOIL_42_1.25.121_BUY,OK,1,1513550384_DEMO,2,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_COMBINED_DEMO/USOIL_42_1.25.121_BUY_2026-06-03_to_2026-06-04/trades.db,2026-06-03 15:31:02+0000,2026-06-04 14:39:53+0000
USOIL_43_5.11.112_BUY,OK,1,1513550384_DEMO,1,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_COMBINED_DEMO/USOIL_43_5.11.112_BUY_2026-06-04_to_2026-06-04/trades.db,2026-06-04 05:21:37+0000,2026-06-04 05:21:37+0000
USOIL_44_6.17.127_BUY,OK,1,1513550384_DEMO,3,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_COMBINED_DEMO/USOIL_44_6.17.127_BUY_2026-06-02_to_2026-06-04/trades.db,2026-06-02 04:36:43+0000,2026-06-04 04:30:01+0000
USOIL_54_4.18.190_BOTH,OK,1,1513550384_DEMO,3,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_COMBINED_DEMO/USOIL_54_4.18.190_BOTH_2026-06-01_to_2026-06-05/trades.db,2026-06-01 02:30:42+0000,2026-06-05 07:05:26+0000
XAUUSD_45_2.13.130_BUY,OK,1,1513550384_DEMO,2,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_COMBINED_DEMO/XAUUSD_45_2.13.130_BUY_2026-06-02_to_2026-06-04/trades.db,2026-06-02 03:49:34+0000,2026-06-04 03:38:43+0000
XAUUSD_58_5.6.136_BUY,OK,1,1513550384_DEMO,5,/Users/leoneverts/Desktop/Quant2-main/INFRASTRUCTURE_LAYER/Storage/2_Baseline/Trades/Live/account_COMBINED_DEMO/XAUUSD_58_5.6.136_BUY_2026-06-02_to_2026-06-05/trades.db,2026-06-02 03:32:02+0000,2026-06-05 02:02:20+0000
